date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:05:45	164/164	---M--	200	added ('OK')	text/plain	etag:%221f610de-a4-5355148161ceb%22	http://gerenciales.com/robots.txt		(from )
19:05:49	55181/55181	---M-Z	200	added ('OK')	text/html	date:Sat,%2027%20Aug%202016%2023:05:35%20GMT	http://gerenciales.com/	C:/xampp/htdocs/plantillas/second/gerenciales.com/index.html	(from )
19:05:54	102593/102593	---M--	200	added ('OK')	text/css	date:Thu,%2021%20Nov%202013%2021:39:12%20GMT	http://gerenciales.com/css/bootstrap.min.css	C:/xampp/htdocs/plantillas/second/gerenciales.com/css/bootstrap.min.css	(from http://gerenciales.com/)
19:05:54	37804/37804	---M--	200	added ('OK')	text/css	date:Thu,%2017%20Jul%202014%2013:22:58%20GMT	http://gerenciales.com/css/frameworks_mix.css	C:/xampp/htdocs/plantillas/second/gerenciales.com/css/frameworks_mix.css	(from http://gerenciales.com/)
19:06:02	1204/1204	---M--	200	added ('OK')	application/javascript	date:Thu,%2021%20Nov%202013%2021:39:52%20GMT	http://gerenciales.com/js/lib/jquery.alphanumeric.pack.js	C:/xampp/htdocs/plantillas/second/gerenciales.com/js/lib/jquery.alphanumeric.pack.js	(from http://gerenciales.com/)
19:06:04	9158/9158	---M--	200	added ('OK')	application/javascript	date:Thu,%2021%20Nov%202013%2021:39:56%20GMT	http://gerenciales.com/js/lib/jquery.jqtransform.js	C:/xampp/htdocs/plantillas/second/gerenciales.com/js/lib/jquery.jqtransform.js	(from http://gerenciales.com/)
19:06:04	4037/4037	---M--	200	added ('OK')	application/javascript	date:Thu,%2021%20Nov%202013%2021:40:00%20GMT	http://gerenciales.com/js/lib/waypoints.min.js	C:/xampp/htdocs/plantillas/second/gerenciales.com/js/lib/waypoints.min.js	(from http://gerenciales.com/)
19:06:07	93868/93868	---MC-	200	added ('OK')	text/javascript	date:Fri,%2016%20Oct%202015%2018:27:31%20GMT	https://ajax.googleapis.com/ajax/libs/jquery/1.7.1/jquery.min.js	C:/xampp/htdocs/plantillas/second/ajax.googleapis.com/ajax/libs/jquery/1.7.1/jquery.min.js	(from http://gerenciales.com/)
19:06:12	8071/8071	---M--	200	added ('OK')	application/javascript	date:Thu,%2021%20Nov%202013%2021:39:50%20GMT	http://gerenciales.com/js/lib/easySlider1.7.7.js	C:/xampp/htdocs/plantillas/second/gerenciales.com/js/lib/easySlider1.7.7.js	(from http://gerenciales.com/)
19:06:16	27832/27832	---M--	200	added ('OK')	application/javascript	date:Thu,%2021%20Nov%202013%2021:39:50%20GMT	http://gerenciales.com/js/lib/bootstrap.min.js	C:/xampp/htdocs/plantillas/second/gerenciales.com/js/lib/bootstrap.min.js	(from http://gerenciales.com/)
19:06:19	208528/208528	---M--	200	added ('OK')	application/javascript	date:Thu,%2021%20Nov%202013%2021:39:54%20GMT	http://gerenciales.com/js/lib/jquery-ui-1.8.12.custom.min.js	C:/xampp/htdocs/plantillas/second/gerenciales.com/js/lib/jquery-ui-1.8.12.custom.min.js	(from http://gerenciales.com/)
19:06:22	17441/17441	---M--	200	added ('OK')	application/javascript	date:Thu,%2023%20Jan%202014%2014:41:28%20GMT	http://gerenciales.com/js/noty/jquery.noty.js	C:/xampp/htdocs/plantillas/second/gerenciales.com/js/noty/jquery.noty.js	(from http://gerenciales.com/)
19:06:27	714/714	---M--	200	added ('OK')	application/javascript	date:Thu,%2023%20Jan%202014%2014:41:30%20GMT	http://gerenciales.com/js/noty/layouts/bottomLeft.js	C:/xampp/htdocs/plantillas/second/gerenciales.com/js/noty/layouts/bottomLeft.js	(from http://gerenciales.com/)
19:06:28	1313/1313	---M--	200	added ('OK')	application/javascript	date:Thu,%2023%20Jan%202014%2014:41:32%20GMT	http://gerenciales.com/js/noty/layouts/center.js	C:/xampp/htdocs/plantillas/second/gerenciales.com/js/noty/layouts/center.js	(from http://gerenciales.com/)
19:06:29	1284/1284	---M--	200	added ('OK')	application/javascript	date:Thu,%2023%20Jan%202014%2014:41:32%20GMT	http://gerenciales.com/js/noty/layouts/centerRight.js	C:/xampp/htdocs/plantillas/second/gerenciales.com/js/noty/layouts/centerRight.js	(from http://gerenciales.com/)
19:06:32	550/550	---M--	200	added ('OK')	application/javascript	date:Thu,%2023%20Jan%202014%2014:41:32%20GMT	http://gerenciales.com/js/noty/layouts/top.js	C:/xampp/htdocs/plantillas/second/gerenciales.com/js/noty/layouts/top.js	(from http://gerenciales.com/)
19:06:35	42696/42696	---M--	200	added ('OK')	application/javascript	date:Fri,%2031%20Oct%202014%2016:10:26%20GMT	http://gerenciales.com/js/validator/jquery.validate.js	C:/xampp/htdocs/plantillas/second/gerenciales.com/js/validator/jquery.validate.js	(from http://gerenciales.com/)
19:06:35	1176/1176	---M--	200	added ('OK')	application/javascript	date:Fri,%2031%20Oct%202014%2016:10:24%20GMT	http://gerenciales.com/js/validator/messages_es.js	C:/xampp/htdocs/plantillas/second/gerenciales.com/js/validator/messages_es.js	(from http://gerenciales.com/)
19:06:40	24864/24864	---M--	200	added ('OK')	application/javascript	date:Thu,%2021%20Nov%202013%2021:40:14%20GMT	http://gerenciales.com/js/lib/moments/moment.min.js	C:/xampp/htdocs/plantillas/second/gerenciales.com/js/lib/moments/moment.min.js	(from http://gerenciales.com/)
19:06:45	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Sat,%2027%20Aug%202016%2023:06:34%20GMT	http://gerenciales.com/perfil	C:/xampp/htdocs/plantillas/second/gerenciales.com/perfil.23.delayed	(from http://gerenciales.com/)
19:06:46	7718/7718	---M--	200	added ('OK')	image/png	date:Tue,%2021%20Jun%202016%2018:45:43%20GMT	http://gerenciales.com/img/icons/logo_sg.png	C:/xampp/htdocs/plantillas/second/gerenciales.com/img/icons/logo_sg.png	(from http://gerenciales.com/)
19:06:50	55297/55297	---M-Z	200	added ('OK')	text/html	date:Sat,%2027%20Aug%202016%2023:06:35%20GMT	http://gerenciales.com/gold_membership	C:/xampp/htdocs/plantillas/second/gerenciales.com/gold_membership.html	(from http://gerenciales.com/)
19:06:54	58582/58582	---M-Z	200	added ('OK')	text/html	date:Sat,%2027%20Aug%202016%2023:06:40%20GMT	http://gerenciales.com/site/contacto	C:/xampp/htdocs/plantillas/second/gerenciales.com/site/contacto.html	(from http://gerenciales.com/)
19:07:10	17030/17030	---M--	200	added ('OK')	application/x-javascript	date:Sat,%2027%20Aug%202016%2023:06:58%20GMT	http://gerenciales.com/liveadmin/client.php?key=LD12A3CFEV1DFD6EB7M81A880A	C:/xampp/htdocs/plantillas/second/gerenciales.com/liveadmin/client5106.js	(from http://gerenciales.com/)
19:07:17	53594/53594	---M-Z	200	added ('OK')	text/html	date:Sat,%2027%20Aug%202016%2023:07:05%20GMT	http://gerenciales.com/site/aspirantes_ponente	C:/xampp/htdocs/plantillas/second/gerenciales.com/site/aspirantes_ponente.html	(from http://gerenciales.com/)
19:07:18	43743/43743	---MC-	200	added ('OK')	text/javascript	date:Sat,%2027%20Aug%202016%2022:07:09%20GMT	http://pagead2.googlesyndication.com/pagead/js/adsbygoogle.js	C:/xampp/htdocs/plantillas/second/pagead2.googlesyndication.com/pagead/js/f.txt	(from http://gerenciales.com/)
19:07:18	247063/247063	---M--	200	added ('OK')	application/javascript	date:Thu,%2021%20Nov%202013%2021:40:14%20GMT	http://gerenciales.com/js/lib/moments/moment-with-langs.js	C:/xampp/htdocs/plantillas/second/gerenciales.com/js/lib/moments/moment-with-langs.js	(from http://gerenciales.com/)
19:07:20	62966/62966	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20Aug%202016%2015:59:57%20GMT	http://gerenciales.com/img/eventos/thumbs/3378_secretarias_asistent_th.jpg	C:/xampp/htdocs/plantillas/second/gerenciales.com/img/eventos/thumbs/3378_secretarias_asistent_th.jpg	(from http://gerenciales.com/)
19:07:20	88560/88560	---M-Z	200	added ('OK')	text/html	date:Sat,%2027%20Aug%202016%2023:07:08%20GMT	http://gerenciales.com/eventos/ver/3331/javascript-para-desarrollo-web-front-end-tiempo-real-venezuela	C:/xampp/htdocs/plantillas/second/gerenciales.com/eventos/ver/3331/javascript-para-desarrollo-web-front-end-tiempo-real-venezuela.html	(from http://gerenciales.com/)
19:07:27	87504/87504	---M-Z	200	added ('OK')	text/html	date:Sat,%2027%20Aug%202016%2023:07:14%20GMT	http://gerenciales.com/eventos/ver/3363/certificacion-especialista-planilla-panama	C:/xampp/htdocs/plantillas/second/gerenciales.com/eventos/ver/3363/certificacion-especialista-planilla-panama.html	(from http://gerenciales.com/)
19:07:30	114743/114743	---M--	200	added ('OK')	image/jpeg	date:Fri,%2022%20Apr%202016%2015:29:36%20GMT	http://gerenciales.com/img/eventos/3128_hiper_excel_sl2.jpg	C:/xampp/htdocs/plantillas/second/gerenciales.com/img/eventos/3128_hiper_excel_sl2.jpg	(from http://gerenciales.com/)
19:07:31	90839/90839	---M-Z	200	added ('OK')	text/html	date:Sat,%2027%20Aug%202016%2023:07:18%20GMT	http://gerenciales.com/eventos/ver/3291/gestion-credito-cobranza-venezuela	C:/xampp/htdocs/plantillas/second/gerenciales.com/eventos/ver/3291/gestion-credito-cobranza-venezuela.html	(from http://gerenciales.com/)
19:07:45	89473/89473	---M-Z	200	added ('OK')	text/html	date:Sat,%2027%20Aug%202016%2023:07:27%20GMT	http://gerenciales.com/eventos/ver/3359/sipe-linea-planilla-calculo-horas-extras-liquidaciones-sisso-panama	C:/xampp/htdocs/plantillas/second/gerenciales.com/eventos/ver/3359/sipe-linea-planilla-calculo-horas-extras-liquidaciones-sisso-panama.html	(from http://gerenciales.com/)
19:07:47	1053/1053	---M--	200	added ('OK')	image/png	date:Tue,%2021%20Jun%202016%2018:45:46%20GMT	http://gerenciales.com/img/icons/flags48/pa.png?v=2016	C:/xampp/htdocs/plantillas/second/gerenciales.com/img/icons/flags48/pa67ed.png	(from http://gerenciales.com/)
19:07:49	4138/4138	---M--	200	added ('OK')	image/png	date:Tue,%2021%20Jun%202016%2018:45:46%20GMT	http://gerenciales.com/img/icons/flags48/la.png?v=2016	C:/xampp/htdocs/plantillas/second/gerenciales.com/img/icons/flags48/la67ed.png	(from http://gerenciales.com/)
19:07:51	176388/176388	---M--	200	added ('OK')	image/jpeg	date:Thu,%2021%20Jul%202016%2020:37:36%20GMT	http://gerenciales.com/img/eventos/3340_calidad_empresarial_sl.jpg	C:/xampp/htdocs/plantillas/second/gerenciales.com/img/eventos/3340_calidad_empresarial_sl.jpg	(from http://gerenciales.com/)
19:07:55	82689/82689	---M-Z	200	added ('OK')	text/html	date:Sat,%2027%20Aug%202016%2023:07:40%20GMT	http://gerenciales.com/eventos/ver/3327/paginas-web-tiempo-real-ajax-jquery-mysql-venezuela	C:/xampp/htdocs/plantillas/second/gerenciales.com/eventos/ver/3327/paginas-web-tiempo-real-ajax-jquery-mysql-venezuela.html	(from http://gerenciales.com/)
19:07:56	242091/242091	---M--	200	added ('OK')	image/jpeg	date:Fri,%2019%20Aug%202016%2019:29:16%20GMT	http://gerenciales.com/img/eventos/3370_reenfoque_de_las_ope_sl.jpg	C:/xampp/htdocs/plantillas/second/gerenciales.com/img/eventos/3370_reenfoque_de_las_ope_sl.jpg	(from http://gerenciales.com/)
19:07:57	202555/202555	---M--	200	added ('OK')	image/jpeg	date:Mon,%2029%20Sep%202014%2014:46:24%20GMT	http://gerenciales.com/img/eventos/1604_sipe_en_lnea_la_pl_sl.jpg	C:/xampp/htdocs/plantillas/second/gerenciales.com/img/eventos/1604_sipe_en_lnea_la_pl_sl.jpg	(from http://gerenciales.com/)
19:07:58	96060/96060	---M-Z	200	added ('OK')	text/html	date:Sat,%2027%20Aug%202016%2023:07:45%20GMT	http://gerenciales.com/eventos/ver/3372/como-elaborar-plan-negocios-venezuela	C:/xampp/htdocs/plantillas/second/gerenciales.com/eventos/ver/3372/como-elaborar-plan-negocios-venezuela.html	(from http://gerenciales.com/)
19:08:01	92027/92027	---M-Z	200	added ('OK')	text/html	date:Sat,%2027%20Aug%202016%2023:07:48%20GMT	http://gerenciales.com/eventos/ver/3374/logistica-para-personal-no-logisticos-venezuela	C:/xampp/htdocs/plantillas/second/gerenciales.com/eventos/ver/3374/logistica-para-personal-no-logisticos-venezuela.html	(from http://gerenciales.com/)
19:08:03	89838/89838	---M-Z	200	added ('OK')	text/html	date:Sat,%2027%20Aug%202016%2023:07:51%20GMT	http://gerenciales.com/eventos/ver/3376/reduccion-costos-logisticos-venezuela	C:/xampp/htdocs/plantillas/second/gerenciales.com/eventos/ver/3376/reduccion-costos-logisticos-venezuela.html	(from http://gerenciales.com/)
19:08:06	95243/95243	---M-Z	200	added ('OK')	text/html	date:Sat,%2027%20Aug%202016%2023:07:54%20GMT	http://gerenciales.com/eventos/ver/3400/gestion-ventas-internacionales-exportaciones-bajo-nuevo-sistema-administrativo-cambiario-prov-014-cencoex-venezuela	C:/xampp/htdocs/plantillas/second/gerenciales.com/eventos/ver/3400/gestion-ventas-internacionales-exportaciones-bajo-nuevo-sistema-administrativo-cambiario-prov-014-cencoex-venezuela.html	(from http://gerenciales.com/)
